Date,Chlorophyll,source
02/01/2005,4.84e-06,Chlorophyll
03/01/2005,1.74e-06,Chlorophyll
04/01/2005,3.75e-06,Chlorophyll
05/01/2005,2.68e-05,Chlorophyll
06/01/2005,8.96e-05,Chlorophyll
07/01/2005,0.000106054,Chlorophyll
08/01/2005,0.000137385,Chlorophyll
09/01/2005,0.000104592,Chlorophyll
10/01/2005,0.000116676,Chlorophyll
11/01/2005,0.000102115,Chlorophyll
12/01/2005,7e-05,Chlorophyll
01/01/2006,1.7e-05,Chlorophyll
02/01/2006,4.64e-06,Chlorophyll
03/01/2006,1.23e-06,Chlorophyll
04/01/2006,3.53e-06,Chlorophyll
05/01/2006,7.3e-06,Chlorophyll
06/01/2006,6.3e-05,Chlorophyll
07/01/2006,8.57e-05,Chlorophyll
08/01/2006,0.000118191,Chlorophyll
09/01/2006,0.000107158,Chlorophyll
10/01/2006,0.000133889,Chlorophyll
11/01/2006,6.54e-05,Chlorophyll
12/01/2006,1.5e-05,Chlorophyll
01/01/2007,2.54e-06,Chlorophyll
02/01/2007,5.38e-06,Chlorophyll
03/01/2007,2.51e-06,Chlorophyll
04/01/2007,2.68e-06,Chlorophyll
05/01/2007,1.32e-05,Chlorophyll
06/01/2007,3.37e-05,Chlorophyll
07/01/2007,9.29e-05,Chlorophyll
08/01/2007,9.62e-05,Chlorophyll
09/01/2007,0.00011073,Chlorophyll
10/01/2007,9.16e-05,Chlorophyll
11/01/2007,6.66e-05,Chlorophyll
12/01/2007,4.15e-05,Chlorophyll
01/01/2008,5.31e-06,Chlorophyll
02/01/2008,1.08e-05,Chlorophyll
03/01/2008,2.65e-06,Chlorophyll
04/01/2008,1.21e-05,Chlorophyll
05/01/2008,1.58e-05,Chlorophyll
06/01/2008,4.67e-05,Chlorophyll
07/01/2008,8.2e-05,Chlorophyll
08/01/2008,0.000114156,Chlorophyll
09/01/2008,7.19e-05,Chlorophyll
10/01/2008,0.000148031,Chlorophyll
11/01/2008,7.86e-05,Chlorophyll
12/01/2008,4.57e-05,Chlorophyll
01/01/2009,4.93e-06,Chlorophyll
02/01/2009,2.61e-06,Chlorophyll
03/01/2009,1.95e-06,Chlorophyll
04/01/2009,2.64e-06,Chlorophyll
05/01/2009,2.45e-06,Chlorophyll
06/01/2009,2.96e-05,Chlorophyll
07/01/2009,7.78e-05,Chlorophyll
08/01/2009,0.00011405,Chlorophyll
09/01/2009,9.35e-05,Chlorophyll
10/01/2009,7.94e-05,Chlorophyll
11/01/2009,4.95e-05,Chlorophyll
12/01/2009,1.4e-05,Chlorophyll
01/01/2010,3.8e-06,Chlorophyll
02/01/2010,2.73e-06,Chlorophyll
03/01/2010,1.33e-06,Chlorophyll
04/01/2010,3.44e-06,Chlorophyll
05/01/2010,2.07e-05,Chlorophyll
06/01/2010,4.83e-05,Chlorophyll
07/01/2010,6.39e-05,Chlorophyll
08/01/2010,0.000134977,Chlorophyll
09/01/2010,8.85e-05,Chlorophyll
10/01/2010,6.1e-05,Chlorophyll
11/01/2010,5.05e-05,Chlorophyll
12/01/2010,3.23e-05,Chlorophyll
01/01/2011,6.28e-06,Chlorophyll
02/01/2011,3.14e-06,Chlorophyll
03/01/2011,2.36e-06,Chlorophyll
04/01/2011,2.58e-06,Chlorophyll
05/01/2011,5.43e-06,Chlorophyll
06/01/2011,4.24e-05,Chlorophyll
07/01/2011,5.81e-05,Chlorophyll
08/01/2011,8.58e-05,Chlorophyll
09/01/2011,9.92e-05,Chlorophyll
10/01/2011,8.73e-05,Chlorophyll
11/01/2011,5.76e-05,Chlorophyll
12/01/2011,3.8e-05,Chlorophyll
01/01/2012,3.47e-06,Chlorophyll
02/01/2012,1.72e-06,Chlorophyll
03/01/2012,8.15e-07,Chlorophyll
04/01/2012,3.8e-06,Chlorophyll
05/01/2012,1.54e-05,Chlorophyll
06/01/2012,4.53e-05,Chlorophyll
07/01/2012,7.74e-05,Chlorophyll
08/01/2012,0.000113448,Chlorophyll
09/01/2012,7.37e-05,Chlorophyll
10/01/2012,9.47e-05,Chlorophyll
11/01/2012,0.000101016,Chlorophyll
12/01/2012,1.82e-05,Chlorophyll
01/01/2013,3.25e-06,Chlorophyll
02/01/2013,2.22e-06,Chlorophyll
03/01/2013,1.86e-06,Chlorophyll
04/01/2013,2.26e-06,Chlorophyll
05/01/2013,1.38e-05,Chlorophyll
06/01/2013,4.49e-05,Chlorophyll
07/01/2013,6.28e-05,Chlorophyll
08/01/2013,9.92e-05,Chlorophyll
09/01/2013,8.82e-05,Chlorophyll
10/01/2013,8.26e-05,Chlorophyll
11/01/2013,5.68e-05,Chlorophyll
12/01/2013,2.54e-05,Chlorophyll
01/01/2014,1.16e-05,Chlorophyll
02/01/2014,9.77e-07,Chlorophyll
03/01/2014,1.32e-06,Chlorophyll
04/01/2014,1.95e-06,Chlorophyll
05/01/2014,6.91e-06,Chlorophyll
06/01/2014,3.36e-05,Chlorophyll
07/01/2014,7.39e-05,Chlorophyll
08/01/2014,9.95e-05,Chlorophyll
09/01/2014,6.34e-05,Chlorophyll
10/01/2014,8.61e-05,Chlorophyll
11/01/2014,9.65e-05,Chlorophyll
12/01/2014,2.48e-05,Chlorophyll
01/01/2015,8.23e-06,Chlorophyll
02/01/2015,3.2e-06,Chlorophyll
03/01/2015,1.02e-06,Chlorophyll
04/01/2015,1.69e-06,Chlorophyll
05/01/2015,1.7e-05,Chlorophyll
06/01/2015,4.19e-05,Chlorophyll
07/01/2015,6.74e-05,Chlorophyll
08/01/2015,8.04e-05,Chlorophyll
09/01/2015,9.74e-05,Chlorophyll
10/01/2015,7.64e-05,Chlorophyll
11/01/2015,4.55e-05,Chlorophyll
12/01/2015,1.15e-05,Chlorophyll
01/01/2016,1.98e-06,Chlorophyll
02/01/2016,1.62e-06,Chlorophyll
03/01/2016,1.82e-06,Chlorophyll
04/01/2016,3.37e-06,Chlorophyll
05/01/2016,1.53e-05,Chlorophyll
06/01/2016,3.26e-05,Chlorophyll
07/01/2016,8.04e-05,Chlorophyll
08/01/2016,7.3e-05,Chlorophyll
09/01/2016,9.42e-05,Chlorophyll
10/01/2016,9e-05,Chlorophyll
11/01/2016,7.78e-05,Chlorophyll
12/01/2016,2.54e-05,Chlorophyll
01/01/2017,4.76e-06,Chlorophyll
02/01/2017,1.26e-06,Chlorophyll
03/01/2017,2.82e-06,Chlorophyll
04/01/2017,1.26e-06,Chlorophyll
05/01/2017,1.54e-05,Chlorophyll
06/01/2017,4.73e-05,Chlorophyll
07/01/2017,8.19e-05,Chlorophyll
08/01/2017,9.33e-05,Chlorophyll
09/01/2017,0.000106141,Chlorophyll
10/01/2017,5.65e-05,Chlorophyll
11/01/2017,5.51e-05,Chlorophyll
12/01/2017,2.81e-05,Chlorophyll
01/01/2018,3.04e-06,Chlorophyll
02/01/2018,5.85e-06,Chlorophyll
03/01/2018,1.02e-06,Chlorophyll
04/01/2018,1.67e-06,Chlorophyll
05/01/2018,4e-06,Chlorophyll
06/01/2018,3.48e-05,Chlorophyll
07/01/2018,4.84e-05,Chlorophyll
08/01/2018,6.14e-05,Chlorophyll
09/01/2018,7.36e-05,Chlorophyll
10/01/2018,7.16e-05,Chlorophyll
11/01/2018,4.09e-05,Chlorophyll
12/01/2018,5.71e-06,Chlorophyll
01/01/2019,1.96e-06,Chlorophyll
02/01/2019,9.88e-07,Chlorophyll
03/01/2019,1.17e-06,Chlorophyll
04/01/2019,2.91e-06,Chlorophyll
05/01/2019,8.59e-06,Chlorophyll
06/01/2019,3.12e-05,Chlorophyll
07/01/2019,6.93e-05,Chlorophyll
08/01/2019,6.31e-05,Chlorophyll
09/01/2019,9.43e-05,Chlorophyll
10/01/2019,3.93e-05,Chlorophyll
11/01/2019,4.99e-05,Chlorophyll
12/01/2019,7.74e-06,Chlorophyll
01/01/2020,1.38e-06,Chlorophyll
02/01/2020,8.42e-07,Chlorophyll
03/01/2020,4.01e-06,Chlorophyll
04/01/2020,5.5e-06,Chlorophyll
05/01/2020,1.52e-05,Chlorophyll
06/01/2020,4.45e-05,Chlorophyll
07/01/2020,7.98e-05,Chlorophyll
08/01/2020,9.57e-05,Chlorophyll
09/01/2020,8.39e-05,Chlorophyll
10/01/2020,4.48e-05,Chlorophyll
11/01/2020,5.25e-05,Chlorophyll
12/01/2020,6.69e-05,Chlorophyll
01/01/2021,5.74e-06,Chlorophyll
02/01/2021,1.59e-06,Chlorophyll
03/01/2021,2e-06,Chlorophyll
04/01/2021,2.27e-06,Chlorophyll
05/01/2021,8.75e-06,Chlorophyll
06/01/2021,4.85e-05,Chlorophyll
07/01/2021,5.31e-05,Chlorophyll
08/01/2021,8.51e-05,Chlorophyll
09/01/2021,7.35e-05,Chlorophyll
10/01/2021,4.59e-05,Chlorophyll
11/01/2021,5.53e-05,Chlorophyll
12/01/2021,2.89e-05,Chlorophyll
01/01/2022,2.57e-05,Chlorophyll
02/01/2022,8.15e-06,Chlorophyll
03/01/2022,2.1e-06,Chlorophyll
04/01/2022,2.53e-06,Chlorophyll
05/01/2022,9.15e-06,Chlorophyll
06/01/2022,3.63e-05,Chlorophyll
07/01/2022,7.37e-05,Chlorophyll
08/01/2022,9.46e-05,Chlorophyll
09/01/2022,6.33e-05,Chlorophyll
10/01/2022,7.87e-05,Chlorophyll
11/01/2022,4.47e-05,Chlorophyll
12/01/2022,2.14e-05,Chlorophyll
02/01/2005,5.1038224100855055e-05,Trendline
03/01/2005,5.0963889665276785e-05,Trendline
04/01/2005,5.0881590825886495e-05,Trendline
05/01/2005,5.0801946787766734e-05,Trendline
06/01/2005,5.0719647948376445e-05,Trendline
07/01/2005,5.06400039102569e-05,Trendline
08/01/2005,5.055770507086661e-05,Trendline
09/01/2005,5.047540623147632e-05,Trendline
10/01/2005,5.039576219335678e-05,Trendline
11/01/2005,5.031346335396649e-05,Trendline
12/01/2005,5.0233819315846726e-05,Trendline
01/01/2006,5.0151520476456437e-05,Trendline
02/01/2006,5.006922163706615e-05,Trendline
03/01/2006,4.999488720148788e-05,Trendline
04/01/2006,4.991258836209759e-05,Trendline
05/01/2006,4.983294432397804e-05,Trendline
06/01/2006,4.975064548458775e-05,Trendline
07/01/2006,4.967100144646799e-05,Trendline
08/01/2006,4.958870260707792e-05,Trendline
09/01/2006,4.950640376768763e-05,Trendline
10/01/2006,4.942675972956787e-05,Trendline
11/01/2006,4.934446089017758e-05,Trendline
12/01/2006,4.9264816852058035e-05,Trendline
01/01/2007,4.9182518012667745e-05,Trendline
02/01/2007,4.9100219173277455e-05,Trendline
03/01/2007,4.9025884737699185e-05,Trendline
04/01/2007,4.8943585898308896e-05,Trendline
05/01/2007,4.8863941860189134e-05,Trendline
06/01/2007,4.8781643020798845e-05,Trendline
07/01/2007,4.87019989826793e-05,Trendline
08/01/2007,4.861970014328901e-05,Trendline
09/01/2007,4.853740130389872e-05,Trendline
10/01/2007,4.845775726577918e-05,Trendline
11/01/2007,4.837545842638889e-05,Trendline
12/01/2007,4.8295814388269126e-05,Trendline
01/01/2008,4.8213515548879054e-05,Trendline
02/01/2008,4.8131216709488764e-05,Trendline
03/01/2008,4.805422747263975e-05,Trendline
04/01/2008,4.797192863324946e-05,Trendline
05/01/2008,4.78922845951297e-05,Trendline
06/01/2008,4.780998575573941e-05,Trendline
07/01/2008,4.7730341717619864e-05,Trendline
08/01/2008,4.7648042878229574e-05,Trendline
09/01/2008,4.7565744038839284e-05,Trendline
10/01/2008,4.748610000071974e-05,Trendline
11/01/2008,4.740380116132945e-05,Trendline
12/01/2008,4.732415712320969e-05,Trendline
01/01/2009,4.7241858283819617e-05,Trendline
02/01/2009,4.715955944442933e-05,Trendline
03/01/2009,4.708522500885084e-05,Trendline
04/01/2009,4.700292616946055e-05,Trendline
05/01/2009,4.6923282131341006e-05,Trendline
06/01/2009,4.6840983291950716e-05,Trendline
07/01/2009,4.676133925383117e-05,Trendline
08/01/2009,4.667904041444088e-05,Trendline
09/01/2009,4.659674157505059e-05,Trendline
10/01/2009,4.651709753693083e-05,Trendline
11/01/2009,4.643479869754054e-05,Trendline
12/01/2009,4.6355154659421e-05,Trendline
01/01/2010,4.627285582003071e-05,Trendline
02/01/2010,4.619055698064042e-05,Trendline
03/01/2010,4.611622254506215e-05,Trendline
04/01/2010,4.603392370567186e-05,Trendline
05/01/2010,4.5954279667552314e-05,Trendline
06/01/2010,4.5871980828162025e-05,Trendline
07/01/2010,4.5792336790042264e-05,Trendline
08/01/2010,4.5710037950651974e-05,Trendline
09/01/2010,4.5627739111261684e-05,Trendline
10/01/2010,4.554809507314214e-05,Trendline
11/01/2010,4.546579623375185e-05,Trendline
12/01/2010,4.5386152195632306e-05,Trendline
01/01/2011,4.530385335624202e-05,Trendline
02/01/2011,4.522155451685173e-05,Trendline
03/01/2011,4.514722008127346e-05,Trendline
04/01/2011,4.506492124188317e-05,Trendline
05/01/2011,4.4985277203763406e-05,Trendline
06/01/2011,4.4902978364373116e-05,Trendline
07/01/2011,4.482333432625357e-05,Trendline
08/01/2011,4.474103548686328e-05,Trendline
09/01/2011,4.465873664747299e-05,Trendline
10/01/2011,4.457909260935345e-05,Trendline
11/01/2011,4.449679376996316e-05,Trendline
12/01/2011,4.44171497318434e-05,Trendline
01/01/2012,4.433485089245311e-05,Trendline
02/01/2012,4.425255205306282e-05,Trendline
03/01/2012,4.417556281621402e-05,Trendline
04/01/2012,4.409326397682373e-05,Trendline
05/01/2012,4.401361993870397e-05,Trendline
06/01/2012,4.393132109931368e-05,Trendline
07/01/2012,4.3851677061194135e-05,Trendline
08/01/2012,4.3769378221803846e-05,Trendline
09/01/2012,4.3687079382413556e-05,Trendline
10/01/2012,4.360743534429401e-05,Trendline
11/01/2012,4.352513650490372e-05,Trendline
12/01/2012,4.344549246678396e-05,Trendline
01/01/2013,4.336319362739367e-05,Trendline
02/01/2013,4.328089478800338e-05,Trendline
03/01/2013,4.320656035242511e-05,Trendline
04/01/2013,4.312426151303482e-05,Trendline
05/01/2013,4.304461747491528e-05,Trendline
06/01/2013,4.296231863552499e-05,Trendline
07/01/2013,4.2882674597405444e-05,Trendline
08/01/2013,4.2800375758015154e-05,Trendline
09/01/2013,4.2718076918624864e-05,Trendline
10/01/2013,4.26384328805051e-05,Trendline
11/01/2013,4.2556134041114814e-05,Trendline
12/01/2013,4.247649000299527e-05,Trendline
01/01/2014,4.239419116360498e-05,Trendline
02/01/2014,4.231189232421469e-05,Trendline
03/01/2014,4.223755788863642e-05,Trendline
04/01/2014,4.215525904924613e-05,Trendline
05/01/2014,4.207561501112637e-05,Trendline
06/01/2014,4.199331617173608e-05,Trendline
07/01/2014,4.1913672133616535e-05,Trendline
08/01/2014,4.1831373294226246e-05,Trendline
09/01/2014,4.1749074454835956e-05,Trendline
10/01/2014,4.166943041671641e-05,Trendline
11/01/2014,4.158713157732612e-05,Trendline
12/01/2014,4.150748753920636e-05,Trendline
01/01/2015,4.142518869981629e-05,Trendline
02/01/2015,4.1342889860426e-05,Trendline
03/01/2015,4.126855542484751e-05,Trendline
04/01/2015,4.118625658545722e-05,Trendline
05/01/2015,4.1106612547337894e-05,Trendline
06/01/2015,4.102431370794739e-05,Trendline
07/01/2015,4.094466966982763e-05,Trendline
08/01/2015,4.0862370830437554e-05,Trendline
09/01/2015,4.078007199104705e-05,Trendline
10/01/2015,4.070042795292772e-05,Trendline
11/01/2015,4.0618129113537214e-05,Trendline
12/01/2015,4.0538485075417886e-05,Trendline
01/01/2016,4.045618623602738e-05,Trendline
02/01/2016,4.037388739663731e-05,Trendline
03/01/2016,4.029689815978829e-05,Trendline
04/01/2016,4.0214599320397785e-05,Trendline
05/01/2016,4.013495528227846e-05,Trendline
06/01/2016,4.005265644288795e-05,Trendline
07/01/2016,3.997301240476819e-05,Trendline
08/01/2016,3.989071356537812e-05,Trendline
09/01/2016,3.980841472598761e-05,Trendline
10/01/2016,3.972877068786828e-05,Trendline
11/01/2016,3.964647184847778e-05,Trendline
12/01/2016,3.956682781035845e-05,Trendline
01/01/2017,3.948452897096794e-05,Trendline
02/01/2017,3.940223013157787e-05,Trendline
03/01/2017,3.9327895695999166e-05,Trendline
04/01/2017,3.924559685660909e-05,Trendline
05/01/2017,3.916595281848933e-05,Trendline
06/01/2017,3.908365397909926e-05,Trendline
07/01/2017,3.90040099409795e-05,Trendline
08/01/2017,3.8921711101589426e-05,Trendline
09/01/2017,3.883941226219892e-05,Trendline
10/01/2017,3.875976822407959e-05,Trendline
11/01/2017,3.8677469384689085e-05,Trendline
12/01/2017,3.8597825346569324e-05,Trendline
01/01/2018,3.851552650717925e-05,Trendline
02/01/2018,3.8433227667788745e-05,Trendline
03/01/2018,3.8358893232210475e-05,Trendline
04/01/2018,3.82765943928204e-05,Trendline
05/01/2018,3.819695035470064e-05,Trendline
06/01/2018,3.811465151531057e-05,Trendline
07/01/2018,3.803500747719081e-05,Trendline
08/01/2018,3.79527086378003e-05,Trendline
09/01/2018,3.787040979841023e-05,Trendline
10/01/2018,3.7790765760290466e-05,Trendline
11/01/2018,3.7708466920900394e-05,Trendline
12/01/2018,3.762882288278063e-05,Trendline
01/01/2019,3.754652404339056e-05,Trendline
02/01/2019,3.746422520400005e-05,Trendline
03/01/2019,3.738989076842178e-05,Trendline
04/01/2019,3.730759192903171e-05,Trendline
05/01/2019,3.722794789091195e-05,Trendline
06/01/2019,3.714564905152144e-05,Trendline
07/01/2019,3.7066005013402115e-05,Trendline
08/01/2019,3.698370617401161e-05,Trendline
09/01/2019,3.6901407334621536e-05,Trendline
10/01/2019,3.6821763296501775e-05,Trendline
11/01/2019,3.67394644571117e-05,Trendline
12/01/2019,3.665982041899194e-05,Trendline
01/01/2020,3.6577521579601435e-05,Trendline
02/01/2020,3.649522274021136e-05,Trendline
03/01/2020,3.6418233503362346e-05,Trendline
04/01/2020,3.633593466397227e-05,Trendline
05/01/2020,3.625629062585251e-05,Trendline
06/01/2020,3.6173991786462006e-05,Trendline
07/01/2020,3.609434774834268e-05,Trendline
08/01/2020,3.601204890895217e-05,Trendline
09/01/2020,3.59297500695621e-05,Trendline
10/01/2020,3.585010603144234e-05,Trendline
11/01/2020,3.5767807192052265e-05,Trendline
12/01/2020,3.5688163153932504e-05,Trendline
01/01/2021,3.5605864314542e-05,Trendline
02/01/2021,3.5523565475151925e-05,Trendline
03/01/2021,3.5449231039573655e-05,Trendline
04/01/2021,3.536693220018315e-05,Trendline
05/01/2021,3.528728816206382e-05,Trendline
06/01/2021,3.5204989322673314e-05,Trendline
07/01/2021,3.512534528455399e-05,Trendline
08/01/2021,3.504304644516348e-05,Trendline
09/01/2021,3.496074760577341e-05,Trendline
10/01/2021,3.4881103567653646e-05,Trendline
11/01/2021,3.479880472826314e-05,Trendline
12/01/2021,3.471916069014381e-05,Trendline
01/01/2022,3.4636861850753306e-05,Trendline
02/01/2022,3.455456301136323e-05,Trendline
03/01/2022,3.448022857578496e-05,Trendline
04/01/2022,3.4397929736394457e-05,Trendline
05/01/2022,3.431828569827513e-05,Trendline
06/01/2022,3.423598685888462e-05,Trendline
07/01/2022,3.415634282076486e-05,Trendline
08/01/2022,3.407404398137479e-05,Trendline
09/01/2022,3.399174514198428e-05,Trendline
10/01/2022,3.3912101103864955e-05,Trendline
11/01/2022,3.382980226447445e-05,Trendline
12/01/2022,3.375015822635512e-05,Trendline
